"file","place","location","pattern","sentence"
"blog/tampa-bay-homes-under-400k.md","Neighborhoods","Lithia Pinecrest Road","off_road","Sweet Spots:  
- East of Parsons Avenue, south of Highway 60
- Neighborhoods off Lithia Pinecrest Road
- Areas near Alafia River State Park

You'll find established neighborhoods with mature oak trees, reasonable HOA fees (under $200/month), and a genuine sense of community."
"blog/tampa-bay-kayaking-paddleboarding-guide.md","Sergeant Park","Morris Bridge Road","off_road","Entry fee: $6/vehicle
- Sergeant Park (off Morris Bridge Road) — Free launch, good parking
- Lettuce Lake Park — Launch into the calmer lower river section. $2/vehicle entry
- Rowlett Park (Seminole Heights) — Free launch for urban river paddling

Current and conditions: The Hillsborough River has a mild downstream current that increases after heavy rain."
"blog/tampa-bay-outdoor-dining-guide.md","Petersburg

This Italian","Beach Drive","on_road","Petersburg

This Italian spot on Beach Drive has sidewalk seating that's perfect for people-watching."
"blog/tampa-bay-pet-friendly-guide.md","Al Lopez Park Dog Area","Himes Avenue","off_road","Located in northwest Hillsborough County.

### Al Lopez Park Dog Area (Tampa)

Located off Himes Avenue in Tampa."
"blog/tampa-bay-pet-friendly-guide.md","Tampa Veterinary Hospital","Himes Avenue","on_road","They're the dominant emergency/specialty network in the area
- SEAVS (Southeast Veterinary Emergency and Specialty) in Largo is highly regarded
- Tampa Veterinary Hospital on Himes Avenue offers 24/7 emergency care

Area clusters with high vet density:
- South Tampa along Dale Mabry Highway and Gandy Boulevard
- Brandon/Valrico along SR 60 (Brandon Boulevard)
- St."
"blog/tampa-bay-private-schools-guide.md","Traffic","Bayshore Boulevard","on_road","Traffic on Bayshore Boulevard during drop-off is brutal."
"blog/tampa-bay-thrift-stores.md","Same","3902 Henderson Blvd","at_address","Same goes for the one at 3902 Henderson Blvd in South Tampa — you'll find designer clothes mixed in with the usual suspects."
"blog/tampa-bay-thrift-stores.md","Coastal Charm Thrifting

SPCA Thrift Store","1823 Main St","at_address","Stop at Keel & Curley Winery afterward at 5210 W Thonotosassa Rd for a tasting — their Blanc du Bois pairs surprisingly well with the satisfaction of scoring a great deal.

### Safety Harbor: Coastal Charm Thrifting

SPCA Thrift Store at 1823 Main St in Safety Harbor doubles as animal rescue fundraising."
"blog/tampa-bay-thrift-stores.md","Ozona Blue Grilling Co","144 Main St","at_address","Walk down to Ozona Blue Grilling Co at 144 Main St afterward for their grouper sandwich — best in North Pinellas, and that's saying something.


## Specialty Hunting — When You Need Something Specific

### Furniture and Home Goods

Habitat for Humanity ReStore locations are pure gold for home furnishings."
"blog/tampa-bay-thrift-stores.md","The ReStore","12485 Automobile Blvd","at_address","The ReStore at 12485 Automobile Blvd in Clearwater gets a lot of construction overstock — tile, fixtures, even appliances still in boxes.

### Vintage and Retro

Flashback Diner at 2509 Central Ave in St."
"blog/tampa-bay-thrift-stores.md","Retro

Flashback Diner","2509 Central Ave","at_address","The ReStore at 12485 Automobile Blvd in Clearwater gets a lot of construction overstock — tile, fixtures, even appliances still in boxes.

### Vintage and Retro

Flashback Diner at 2509 Central Ave in St."
"blog/tampa-bay-thrift-stores.md","Media

Haslam's Book Store","2025 Central Ave","at_address","Real vintage band t-shirts, not reprints.

### Books and Media

Haslam's Book Store at 2025 Central Ave in St."
"blog/tampa-bay-thrift-stores.md","Book Warehouse","7235 US","at_address","Book Warehouse at 7235 US-19 N in Pinellas Park has a thrift section that locals sleep on."
"blog/tampa-bay-thrift-stores.md","Fred's Market Restaurant","3802 State Road","at_address","Fred's Market Restaurant at 3802 State Road 39 N in Plant City serves breakfast all day — perfect fuel for serious thrifting.


## The Economics of Smart Thrifting

Here's something I tell all my relocation clients: furnishing a 2,000-square-foot house from thrift and consignment stores typically costs $800-1,500 versus $8,000-15,000 retail."
"blog/tampa-bay-volunteer-charity-guide.md","Feeding Tampa Bay","Causeway Boulevard","on_road","Feeding Tampa Bay operates out of a massive 100,000 square foot facility on Causeway Boulevard in Tampa, plus satellite locations in Pinellas, Pasco, and Hernando counties."
"blog/tampa-bay-vs-jacksonville.md","Cuban","Columbus Drive","on_road","The food scene is legitimately world-class — from Bern's Steak House to hole-in-the-wall Cuban joints on Columbus Drive."
"blog/tampa-bay-waterpark-pool-guide.md","Busch Gardens","McKinley Drive","on_road","Located right next to Busch Gardens on McKinley Drive, this 30-acre oasis delivers everything from heart-stopping slides to toddler splash zones."
"blog/tampa-international-airport-guide.md","Head","Hillsborough Avenue","on_road","The route is straightforward — no confusing airport approach roads that seem designed to make you miss your flight.

### From Westchase/Town 'N Country (12 miles)
Head east on Hillsborough Avenue to the Veterans Expressway (SR-589) north, then follow signs to TPA."
"blog/tampa-international-airport-guide.md","Cell Phone Waiting Lot","Spruce Street","on_road","This is my go-to recommendation for trips longer than 3-4 days.

### Cell Phone Waiting Lot (Free)
Located on Spruce Street, this free lot lets you wait for arriving passengers without circling the terminal."
"blog/temple-terrace-vs-carrollwood.md","Expect","Fowler Avenue","on_road","Expect congestion on Fowler Avenue during class changes and football game days."
"blog/transfer-prescriptions-florida.md","That CVS","Kennedy Boulevard","on_road","That CVS on Kennedy Boulevard might seem convenient until you discover their parking situation during Tampa rush hour."
"blog/update-accounts-after-moving-florida.md","The Tampa DMV","Hillsborough Avenue","on_road","The Tampa DMV on Hillsborough Avenue is notorious for 3-hour waits without one."
"blog/where-to-live-work-downtown-tampa.md","The Armature Works","1910 North Ola Avenue","at_address","The Armature Works development at 1910 North Ola Avenue turned an old trolley barn into a food hall and event space.

- Commute: 5-10 minutes to downtown."
"blog/working-remotely-from-tampa-bay.md","Most Spectrum","300 Mbps","at_address","Most Spectrum plans in Tampa Bay start at 300 Mbps, which is plenty.

### Can I write off my home office on Florida taxes?"
"blog/zephyrhills-vs-dade-city.md","Walmart Supercenter","Gall Boulevard","on_road","You've got your essential shopping covered:
- Walmart Supercenter on Gall Boulevard
- Publix locations throughout the city
- Fast food and chain restaurants along US 301
- New developments bringing in Wawa, Chipotle, and other national brands

For entertainment, there's SkyDive City (yes, people actually jump out of planes here), several golf courses, and Zephyr Park with its aquatic center that's"
"cities/balm.md","Properties","Balm Road","off_road","Properties along and off Balm Road range from modest homesteads on a couple of acres to larger agricultural parcels."
"cities/bloomingdale.md","Traffic","Bloomingdale Avenue","on_road","Traffic on Bloomingdale Avenue."
"cities/bradenton.md","Italian","Old Main Street","on_road","Get there early or wait
- Oak & Stone — Craft beer, wood-fired pizza, solid every time
- Ortygia — Italian on Old Main Street."
"cities/brandon.md","Davis Beach","Courtney Campbell Causeway","off_road","Davis Beach off the Courtney Campbell Causeway is the closest option at about 30 minutes, though it's not the prettiest stretch of sand.

---

Ready to find your home in Brandon? {{nowtb}}"
"cities/citrus-park.md","Established","Gunn Highway","off_road","Who it's not for: Anyone craving walkability, urban energy, waterfront living, or a distinct neighborhood personality.

## Neighborhoods

Citrus Park has a mix of established subdivisions and pockets that range from modest to upper-middle-class.

- Fawn Ridge — Established community off Gunn Highway."
"cities/dunedin.md","Dunedin","Main Street","on_road","The Pinellas Trail runs right through the heart of Dunedin, and people actually use it — not just for weekend recreation, but as genuine transportation to the breweries and restaurants on Main Street."
"cities/egypt-lake-leto.md","Technically","Columbus Drive","on_road","Cash-friendly, big portions.
- La Teresita — Technically just outside the border on Columbus Drive, but every local claims it."
"cities/egypt-lake-leto.md","Solid","Hillsborough Ave","on_road","Get the Cuban sandwich and a cafecito.
- King of the Coop — Solid fried chicken nearby on Hillsborough Ave.
- Multiple bakeries and panaderias along Hillsborough Ave — explore and find your favorite."
"cities/kenneth-city.md","Publix","Park Boulevard","on_road","Kenneth City itself doesn't have a grocery store, but you're 5 minutes from a Publix on Park Boulevard, a Walmart Supercenter in Pinellas Park, and an Aldi on 49th Street."
"cities/lake-wales.md","Spook Hill","North Avenue","on_road","A National Historic Landmark and the crown jewel of Lake Wales.
- Spook Hill — A gravity hill on North Avenue where cars appear to roll uphill."
"cities/lutz.md","New Tampa","Bearss Avenue","on_road","One of the best airport commutes in the region.
- USF / New Tampa: 15-20 minutes east on Bearss Avenue or Bruce B."
"cities/oldsmar.md","Pinellas County","Courtney Campbell Causeway","off_road","A small city of about 15,000 people in northeast Pinellas County, it sits right off the Courtney Campbell Causeway, which means you're 15-20 minutes from downtown Tampa."
"cities/oldsmar.md","Walmart","Tampa Road","on_road","Publix and Walmart are both on Tampa Road."
"cities/oldsmar.md","Thai","Tampa Road","on_road","Reliable, good portions.
- Thai Bistro — Surprisingly good Thai food tucked in a strip mall on Tampa Road."
"cities/oldsmar.md","Italian","Tampa Road","on_road","For closer Italian, check what's on Tampa Road."
"cities/pinellas-park.md","Nobody","Park Boulevard","on_road","Nobody is opening a craft cocktail bar on Park Boulevard anytime soon."
"cities/pinellas-park.md","Gulf","Park Boulevard","on_road","Pete: 15 minutes south on US-19 or 49th Street
- To the Gulf beaches: 15 minutes west on Park Boulevard
- To Tampa International Airport: 25-30 minutes

The two major roads you need to know are Park Boulevard (runs east-west through the middle of town) and US-19 (runs north-south on the west side)."
"cities/pinellas-park.md","Vietnamese","Park Blvd","on_road","Great for biking and running, and it's one of the best trail systems in Florida.

## Local Favorites

Restaurants and Food

- Tan Tan — Vietnamese restaurant on Park Blvd."
"cities/riverview.md","Traffic","Boyette Road","on_road","Traffic on Boyette Road during school hours and rush hour is a known pain point."
"cities/riverview.md","The Riverview","Big Bend Road","on_road","The Riverview location on Big Bend Road is a go-to for families and sports watching.
- Chains dominate: Chili's, Applebee's, Outback, Olive Garden — they're all here along the US-301 and Big Bend corridors."
"cities/safety-harbor.md","Dining","Main Street","on_road","Dining on Main Street is reasonable but not cheap."
"cities/safety-harbor.md","Clearwater","McMullen Booth Road","on_road","During rush hour, add 10-15 minutes.
- Clearwater: 10-15 minutes south on McMullen Booth Road or SR-590.
- St."
"cities/safety-harbor.md","Farm-to-table","Main Street","on_road","Smart move when you're dealing with a tight downtown lot where a traditional moving truck might be tricky to maneuver.

## Local Favorites

Restaurants and Coffee:
- Southern Fresh — Farm-to-table brunch and lunch on Main Street."
"cities/safety-harbor.md","Crooked Thumb Brewery","Main Street","off_road","Weeknight go-to for locals.
- Crooked Thumb Brewery — Local craft brewery just off Main Street."
"cities/seminole.md","Pete","Seminole Blvd","on_road","Pete: 10-15 minutes south on Seminole Blvd or 113th Street."
"cities/seminole.md","Caribbean-inspired","Park Blvd","on_road","When you're ready to get settled, {{pods}} can help coordinate your move-in timing so you're not stuck unloading a truck in August heat.

## Local Favorites

Restaurants and food:
- Rumba Island Bar & Grill — Caribbean-inspired spot on Park Blvd."
"cities/tarpon-springs.md","Twice","Dodecanese Blvd","on_road","It's genuinely moving regardless of your faith.
- Arts and Crafts Festival — Twice yearly on Dodecanese Blvd.
- Sponge Docks are always active — Even on a random Tuesday, you can watch sponge divers, browse shops, and grab baklava.

## Setting Up Your New Home

Once you've closed on your Tarpon Springs home, here's the practical stuff:

Home services: If you need anything from pressure washing to "
"cities/town-n-country.md","Taco Bus","Hillsborough Avenue","on_road","The international food scene here is genuinely outstanding.

- Taco Bus — The original Taco Bus on Hillsborough Avenue is a Tampa institution."
"cities/town-n-country.md","La Teresita","Columbus Drive","on_road","Cash-friendly.
- La Teresita — A Tampa Bay institution on Columbus Drive (technically just outside TnC but close enough)."
"cities/town-n-country.md","Filipino","Hillsborough Avenue","on_road","A mandatory experience.
- Jollibee — Filipino fast food chain on Hillsborough Avenue."
"cities/town-n-country.md","Chinese","Waters Avenue","on_road","Cuban pastries, fresh empanadas, and ingredients you won't find at Publix.
- Yummy House — Chinese dim sum on Waters Avenue that attracts people from across the entire Tampa Bay region."
"cities/treasure-island.md","You'll","Gulf Boulevard","on_road","You'll see people walking their dogs on the beach at sunrise, not tour buses lined up on Gulf Boulevard."
"cities/treasure-island.md","To Clearwater Beach","Gulf Boulevard

Gulf Boulevard","on_road","Pete: 20-25 minutes via the Causeway to Central Avenue or I-275
- To downtown Tampa: 35-40 minutes via I-275 (add 15-20 minutes in rush hour)
- To Tampa International Airport: 35-40 minutes
- To Clearwater Beach: 25-30 minutes north on Gulf Boulevard

Gulf Boulevard is the main road on the island."
"cities/university-park.md","American","University Parkway","on_road","Five minutes from the front gate.
- Station 400 — American gastropub on University Parkway."
"cities/university-park.md","Trader Joe's","University Parkway","on_road","Major retailers, dining, and entertainment.
- Whole Foods / Trader Joe's — Both accessible on University Parkway near UTC.

## Setting Up Your New Home

Home services: University Park homes range from newer villas to larger estate homes that may need attention. {{bbs}} can handle move-in tasks — mounting TVs, adjusting doors, pressure washing, assembling furniture, and those small fixes that pile "
"counties/manatee.md","Manatee County Tax Collector's","Haben Boulevard","on_road","Visit a Manatee County Tax Collector's office — the main location is on Haben Boulevard in Palmetto, and there's another in Bradenton."
"pillar/retirees-tampa-bay.md","Ringling Museum","Main Street","on_road","Walk to the Ringling Museum, catch a show, dine on Main Street."
"questions/plant-city-zephyrhills-questions.md","Plant City","Turkey Creek Road","off_road","Several builders are active in and around Plant City, including communities off of Turkey Creek Road and along the 39 corridor."
"questions/tampa-bay-food-dining-questions.md","La Teresita","Columbus Drive","on_road","La Teresita on Columbus Drive is a local staple for a more casual experience."
"questions/tampa-bay-nightlife-entertainment-questions.md","It's","Seventh Avenue","on_road","It's walkable once you're there, and most of the action is concentrated on Seventh Avenue and the surrounding blocks."
