"file","place","location","pattern","sentence","verdict","notes","correct"
"blog/living-in-seminole-heights-guide.md","The Publix","Florida Avenue","on_road","The Publix on Florida Avenue covers basics but tends toward higher prices.","VERIFIED","Multiple Publix locations exist on North Florida Avenue in Tampa Bay area.",""
"blog/living-in-seminole-heights-guide.md","The Fresh Market","Nebraska Avenue","on_road","The Fresh Market on Nebraska Avenue offers better selection at similar prices.","WRONG_ADDRESS","The Fresh Market exists in Tampa but not on Nebraska Avenue. Two locations: Henderson Blvd and N Dale Mabry Hwy.","Henderson Boulevard or N Dale Mabry Highway"
"blog/living-in-seminole-heights-guide.md","Walmart","Fowler Avenue","on_road","For budget shopping, the Walmart on Fowler Avenue is about 10 minutes away.","WRONG_ADDRESS","Walmart is at 2701 E Fletcher Ave, not on Fowler Ave. Fowler Ave is nearby.","2701 E Fletcher Ave"
"blog/living-in-soho-south-howard-guide.md","Publix","Swann Avenue","on_road","Specialty Stores: Local boutiques and gift shops cater to the affluent demographics, though prices reflect the neighborhood.

### What Requires a Drive

Groceries: The nearest full-size Publix is on Swann Avenue (driveable, not walkable).","VERIFIED","Publix pharmacy at 2605 W Swann Ave STE 600, Tampa FL confirmed. Address is on Swann Avenue.",""
"blog/living-in-soho-south-howard-guide.md","Publix","Swann Avenue","on_road","The nearest full-size grocery store (Publix on Swann Avenue) requires a short drive or bike ride — it's not comfortably walkable.","VERIFIED","Publix location exists at 2605 W Swann Ave Suite 600, Tampa FL 33609 per search results.",""
"blog/living-in-tarpon-springs-guide.md","Hellas Restaurant","Dodecanese Boulevard","on_road","This is one of the few places in Florida where you can grab authentic Greek food at Hellas Restaurant on Dodecanese Boulevard, then drive ten minutes to find yourself in a suburban neighborhood that looks like anywhere else in America.","VERIFIED","Hellas Restaurant confirmed at 785 Dodecanese Boulevard, Tarpon Springs. Currently open.",""
"blog/living-in-trinity-guide.md","During","State Road","on_road","During rush hour, you're looking at 45-60 minutes minimum, and that's assuming no accidents on I-275 or major backups on State Road 54.","SKIP","Not a business name - 'During' is part of phrase 'During rush hour' describing traffic conditions",""
"blog/living-in-venice-guide.md","Traffic","Venice Avenue","on_road","Traffic on Venice Avenue crawls.","SKIP","Traffic is not a business name but traffic conditions reference",""
"blog/living-in-westshore-guide.md","Buddy Brew Coffee","Westshore Boulevard","on_road","Weekday mornings buzz with energy as office workers grab coffee at Buddy Brew Coffee on Westshore Boulevard or hit the hotel gyms before meetings.","DOES_NOT_EXIST","Buddy Brew has 8 Tampa Bay locations: Kennedy, USF, Hyde Park, Bay to Bay, Armature Works, Park Tower, Sarasota, TIA. None on Westshore Boulevard.",""
"blog/living-in-westshore-guide.md","Publix","Kennedy Boulevard","on_road","The plaza's dining and entertainment options include:
- Blue Martini for cocktails and live music
- CineBistro for dinner and movies
- Peabody Hotel rooftop bar with city views

For groceries and daily needs, you're looking at Publix locations on Kennedy Boulevard or Dale Mabry, requiring a short drive from most Westshore residential areas.

### Nightlife Scene

Westshore nightlife caters primaril","VERIFIED","Publix at 4900 W Kennedy Blvd, Tampa is open and operating.",""
"blog/living-in-winter-haven-guide.md","Cypress Gardens Boulevard Corridor

Don't","Cypress Gardens Boulevard","off_road","They maintain the common areas, boat ramps, and that's how your property values stayed stable even during the 2008 downturn.


### Cypress Gardens Boulevard Corridor

Don't let the commercial strip fool you — the neighborhoods just off Cypress Gardens Boulevard offer some of Winter Haven's best value.","SKIP","Not a business - Cypress Gardens Blvd is a commercial street/corridor in Winter Haven, FL.",""
"blog/living-in-winter-haven-guide.md","Lake Region Estates","Cypress Gardens Boulevard","off_road","Focus on established neighborhoods like Lake Region Estates, areas near downtown, and newer developments off Cypress Gardens Boulevard.","WRONG_ADDRESS","Lake Region Estate is in Winter Haven, not Tampa Bay. Cypress Gardens Blvd is in Winter Haven.","Winter Haven, FL"
"blog/living-tampa-bay-75k-salary.md","Vietnamese","Hillsborough Avenue","on_road","You can eat well without breaking the bank:

Lunch spots under $15: Mel's Hot Dogs, Columbia Cafe, any of the excellent Vietnamese places on Hillsborough Avenue.","VERIFIED","Multiple Vietnamese restaurants confirmed on Hillsborough Avenue in Tampa, including Pho Quyen at 8404 W Hillsborough Avenue.",""
"blog/most-walkable-neighborhoods-tampa-bay.md","Bern's Steak House","Howard Avenue","on_road","South of Swann Avenue near the Village scores highest.
- What's walkable: Hyde Park Village has restaurants (Bern's Steak House is blocks away on Howard Avenue), boutique shopping, a Publix, a movie theater, and coffee shops.","VERIFIED","Bern's Steak House confirmed at 1208 S Howard Ave, Tampa, currently operating.",""
"blog/move-car-to-florida.md","The Brandon","Causeway Boulevard","on_road","The Brandon location on Causeway Boulevard or the New Port Richey office typically have shorter waits.","UNKNOWN","Unable to identify what business 'The Brandon' refers to with available search results.",""
"blog/move-home-business-florida.md","Suburban","200 Mbps","at_address","Suburban areas might top out at 200 Mbps cable.","SKIP","Not a business or location - describes internet speed capability in suburban areas",""
"blog/moving-from-cleveland.md","Hyde Park's","South Howard Avenue","on_road","Try: Hyde Park or Seminole Heights

Cleveland Heights' walkable, artsy vibe translates perfectly to Hyde Park's tree-lined streets and boutique shopping on South Howard Avenue.","VERIFIED","Hyde Park is a Tampa neighborhood with boutique shopping and tree-lined streets on South Howard Avenue (SoHo).",""
"blog/moving-from-milwaukee.md","Buddy Brew","South Howard Avenue","on_road","Hyde Park gives you tree-lined streets, local coffee shops like Buddy Brew, and walkable access to restaurants on South Howard Avenue.","WRONG_ADDRESS","Buddy Brew in Hyde Park at 1605 W Snow Ave, not on S Howard Ave","1605 W Snow Ave, Tampa, FL 33606"
"blog/publix-sub-guide-best-orders.md","Publix","Nebraska Avenue","on_road","Their produce is consistently fresh, and they stock a wider variety of specialty cheeses than many locations.

### Publix on Nebraska Avenue (1725 W Hillsborough Ave, Tampa)

This might be the most authentic Pub Sub experience in Tampa Bay.","WRONG_ADDRESS","Publix on Nebraska Ave is at 6001 N Nebraska Ave, not 1725 W Hillsborough Ave.","6001 N Nebraska Ave, Tampa, FL 33604"
"blog/riverview-vs-lithia.md","Curley Winery","McMullen Loop Road","on_road","You'll discover Keel & Curley Winery, tucked away on McMullen Loop Road.","WRONG_ADDRESS","Keel & Curley Winery exists and is open in Tampa Bay area but not on McMullen Loop Road.","5202 Thonotosassa Road, Plant City, FL 33565"
"blog/riverview-vs-lithia.md","Curley Winery","McMullen Loop Road","tucked_on","You'll discover Keel & Curley Winery, tucked away on McMullen Loop Road.","WRONG_ADDRESS","Keel & Curley Winery exists and is open in Tampa Bay area but located at different address.","5202 Thonotosassa Road, Plant City, FL 33565"
"blog/seminole-vs-largo.md","Publix","Park Boulevard","on_road","For groceries, Seminole residents typically shop at the Publix on Park Boulevard or the Winn-Dixie on Seminole Boulevard.","VERIFIED","Publix at 11175 Park Blvd in Seminole, FL confirmed open.",""
"blog/seminole-vs-largo.md","Winn-Dixie","Seminole Boulevard","on_road","For groceries, Seminole residents typically shop at the Publix on Park Boulevard or the Winn-Dixie on Seminole Boulevard.","CLOSED","Winn-Dixie at 11912 Seminole Blvd closed Feb 2019. Site now planned for apartments.",""
"blog/suburban-vs-urban-tampa-bay.md","Cookie-cutter","Race Track Road","on_road","Cookie-cutter feel and intense traffic on Race Track Road.","SKIP","Cookie-cutter describes housing/development style, not a business name. Source refers to generic development feel.",""
"blog/tampa-bay-art-scene-guide.md","Beach Drive","255 Beach Drive NE","at_address","Petersburg

Just down Beach Drive at 255 Beach Drive NE, the MFA is Tampa Bay's cultural anchor.","VERIFIED","Museum of Fine Arts at 255 Beach Drive NE, St. Petersburg, confirmed open and operational.",""
"blog/tampa-bay-art-scene-guide.md","Curtis Hixon Park","120 West Gasparilla Plaza","at_address","Grab lunch at nearby The Birchwood's rooftop bar — the views of Tampa Bay are worth the $16 fish tacos.


### Tampa Museum of Art — Downtown Tampa

Tampa's cultural district got a massive upgrade when TAMA moved to its Curtis Hixon Park location at 120 West Gasparilla Plaza in 2010.","WRONG_ADDRESS","Curtis Hixon Park is at 600 N Ashley Dr, not 120 W Gasparilla Plaza. That address is Tampa Museum of Art.","600 N Ashley Dr, Tampa, FL 33602"
"blog/tampa-bay-art-scene-guide.md","South Florida

Often","4202 East Fowler Avenue","at_address","Try the Mediterranean quinoa bowl ($14) — it's become a regular order for my clients exploring downtown Tampa real estate.

### Contemporary Art Museum — University of South Florida

Often overlooked because of its campus location, CAM at 4202 East Fowler Avenue showcases cutting-edge contemporary work that you won't find elsewhere in Tampa Bay.","DOES_NOT_EXIST","No restaurant named South Florida Often found at 4202 E Fowler. Address is USF campus/Contemporary Art Museum.",""
"blog/tampa-bay-art-scene-guide.md","Hot Shop","1600 Florida Avenue","at_address","Morean Glass Studio & Hot Shop at 1600 Florida Avenue offers public glass-blowing classes ($175 for a 3-hour session).","WRONG_ADDRESS","Morean Glass Studio & Hot Shop is real and open but located at different address.","714 1st Ave N, St. Petersburg, FL 33701"
"blog/tampa-bay-bicycle-guide.md","Protected","Ashley Drive","on_road","Strong areas:
- Downtown/Channel District: Protected bike lanes on Ashley Drive and several downtown streets.","DOES_NOT_EXIST","No protected bike lanes on Ashley Drive itself. Jackson St has protected lanes from Ashley to Nebraska.",""
"blog/tampa-bay-bicycle-guide.md","Bike","Bayshore Boulevard","on_road","The Riverwalk provides car-free cycling through the urban core.
- Hyde Park/SoHo: Bike lanes on Bayshore Boulevard (though unprotected) and growing connectivity to downtown
- University area: USF's bike-friendly campus connects to surrounding neighborhoods via dedicated lanes

Challenging areas:
- Westshore: Major business district with minimal bike infrastructure.","SKIP","Not a business name - generic reference to bike lanes/infrastructure on Bayshore Boulevard",""
"blog/tampa-bay-craft-beer-guide.md","Pete's Neighborhood Gem

Located","1133 Baum Avenue North","at_address","Pete's Neighborhood Gem

Located at 1133 Baum Avenue North, Green Bench occupies a converted church in St.","DOES_NOT_EXIST","No business called Pete's Neighborhood Gem exists. 1133 Baum Avenue North is Green Bench Brewing Company in St. Petersburg.",""
"blog/tampa-bay-craft-beer-guide.md","Pete's Neighborhood Gem","1133 Baum Avenue North","located_at","Pete's Neighborhood Gem

Located at 1133 Baum Avenue North, Green Bench occupies a converted church in St.","DOES_NOT_EXIST","No business called Pete's Neighborhood Gem at this address. Green Bench Brewing is at 1133 Baum Avenue N.",""
"blog/tampa-bay-craft-beer-guide.md","Cycle Brewing","Central Avenue","on_road","Pete's downtown brewery scene spans from 3 Daughters near the waterfront to Cycle Brewing on Central Avenue.","CLOSED","Closed May 2025 after 12 years at 534 Central Avenue.",""
"blog/tampa-bay-craft-beer-guide.md","Cycle Brewing","534 Central Avenue","at_address","Cycle Brewing at 534 Central Avenue specializes in Belgian-style ales and has one of the most knowledgeable staffs in the region.","CLOSED","Closed May 2025 after 12 years. Was at 534 Central Avenue.",""
"blog/tampa-bay-food-scene-guide.md","Dunedin","Main Street","on_road","Saturday morning in Dunedin — farmers market, brewery taproom, lunch on Main Street — is one of the best routines in Tampa Bay.","VERIFIED","Main Street is the downtown hub of Dunedin, FL in Tampa Bay with restaurants, breweries, shops, and farmers market.",""
"blog/tampa-bay-food-truck-guide.md","Street","Ashley Drive","on_road","Street parking on Ashley Drive fills up by 11:30 AM on Fridays.","SKIP","Input is not a business - just a street name with parking observation.",""
"blog/tampa-bay-gym-fitness-guide.md","LA Fitness","Kings Avenue","on_road","LA Fitness on Kings Avenue provides a solid mid-tier option.","DOES_NOT_EXIST","No LA Fitness found on Kings Avenue in Tampa Bay area.",""
"blog/tampa-bay-gym-fitness-guide.md","Aquatic Center","405 Beverly Blvd","at_address","Brandon Sports & Aquatic Center at 405 Beverly Blvd combines public recreation facility amenities with reasonable membership rates.","VERIFIED","Brandon Sports & Aquatic Center confirmed at 405 Beverly Blvd, Brandon FL 33511. Operational.",""
"blog/tampa-bay-halloween-guide.md","Look","Cross Creek Boulevard","off_road","Best streets: Look for the cul-de-sacs off Cross Creek Boulevard and the streets around Pebble Creek Elementary.

### FishHawk Ranch

If you want Halloween suburbia perfection, FishHawk Ranch delivers.","SKIP","Not a business name - context shows this refers to streets to look for Halloween trick-or-treating",""
"blog/tampa-bay-holiday-events.md","Parking","Ashley Drive","on_road","Parking fills up fast — use the paid lots on Ashley Drive or take the streetcar from Ybor City.

### Tampa Theatre's Holiday Movie Magic

This 1926 atmospheric theater transforms into something special during December.","VERIFIED","Paid parking lots exist on Ashley Drive for Tampa Theatre including William F. Poe Garage at 800 N. Ashley Drive.",""
"blog/tampa-bay-holiday-events.md","Sand Key Park","1060 Gulf Boulevard","at_address","Sand Key Park is at 1060 Gulf Boulevard in Clearwater, with ample free parking.

### Indian Rocks Beach Holiday Parade

Small-town charm at its finest.","WRONG_ADDRESS","Parking is not free - costs $5-6 per day. Address is correct.","Parking fee applies"
"blog/tampa-bay-homes-under-400k.md","Traffic","Bloomingdale Avenue","on_road","What You'll Find:  
- 4-bedroom homes with 2-car garages
- Community pools and playgrounds
- Chain restaurants and shopping within 5 minutes
- Easy access to I-75 for commuting

The Catch: Traffic on Bloomingdale Avenue during rush hour is brutal.","SKIP","Traffic is a condition, not a business/place name.",""
"blog/tampa-bay-homes-under-400k.md","Neighborhoods","Lithia Pinecrest Road","off_road","Sweet Spots:  
- East of Parsons Avenue, south of Highway 60
- Neighborhoods off Lithia Pinecrest Road
- Areas near Alafia River State Park

You'll find established neighborhoods with mature oak trees, reasonable HOA fees (under $200/month), and a genuine sense of community.","SKIP","Not a business - generic reference to residential neighborhoods along Lithia Pinecrest Road",""
"blog/tampa-bay-kayaking-paddleboarding-guide.md","Sergeant Park","Morris Bridge Road","off_road","Entry fee: $6/vehicle
- Sergeant Park (off Morris Bridge Road) — Free launch, good parking
- Lettuce Lake Park — Launch into the calmer lower river section. $2/vehicle entry
- Rowlett Park (Seminole Heights) — Free launch for urban river paddling

Current and conditions: The Hillsborough River has a mild downstream current that increases after heavy rain.","WRONG_ADDRESS","Sargeant Park is real and has kayak launch, but located on US Highway 301, not Morris Bridge Road.","12702 US Highway 301 N, Thonotosassa"
"blog/tampa-bay-outdoor-dining-guide.md","Petersburg

This Italian","Beach Drive","on_road","Petersburg

This Italian spot on Beach Drive has sidewalk seating that's perfect for people-watching.","VERIFIED","BellaBrava Italian restaurant at 204 Beach Drive NE, St. Petersburg, currently open with outdoor patio seating.",""
"blog/tampa-bay-pet-friendly-guide.md","Al Lopez Park Dog Area","Himes Avenue","off_road","Located in northwest Hillsborough County.

### Al Lopez Park Dog Area (Tampa)

Located off Himes Avenue in Tampa.","VERIFIED","Al Lopez Park Dog Area is at 4810 N Himes Ave, Tampa, currently open.",""
"blog/tampa-bay-pet-friendly-guide.md","Tampa Veterinary Hospital","Himes Avenue","on_road","They're the dominant emergency/specialty network in the area
- SEAVS (Southeast Veterinary Emergency and Specialty) in Largo is highly regarded
- Tampa Veterinary Hospital on Himes Avenue offers 24/7 emergency care

Area clusters with high vet density:
- South Tampa along Dale Mabry Highway and Gandy Boulevard
- Brandon/Valrico along SR 60 (Brandon Boulevard)
- St.","WRONG_ADDRESS","Tampa Veterinary Hospital is real and open, but located at 103 N Howard Avenue, not Himes Avenue.","103 N Howard Avenue, Tampa, FL 33606"
"blog/tampa-bay-private-schools-guide.md","Traffic","Bayshore Boulevard","on_road","Traffic on Bayshore Boulevard during drop-off is brutal.","SKIP","Traffic is not a business; it's a road condition on Bayshore Boulevard.",""
"blog/tampa-bay-thrift-stores.md","Same","3902 Henderson Blvd","at_address","Same goes for the one at 3902 Henderson Blvd in South Tampa — you'll find designer clothes mixed in with the usual suspects.","DOES_NOT_EXIST","No thrift/consignment store named 'Same' exists at this address or in Tampa area.",""
"blog/tampa-bay-thrift-stores.md","Coastal Charm Thrifting

SPCA Thrift Store","1823 Main St","at_address","Stop at Keel & Curley Winery afterward at 5210 W Thonotosassa Rd for a tasting — their Blanc du Bois pairs surprisingly well with the satisfaction of scoring a great deal.

### Safety Harbor: Coastal Charm Thrifting

SPCA Thrift Store at 1823 Main St in Safety Harbor doubles as animal rescue fundraising.","DOES_NOT_EXIST","No SPCA thrift store found at 1823 Main St Safety Harbor. SPCA Tampa Bay is in Largo.",""
"blog/tampa-bay-thrift-stores.md","Ozona Blue Grilling Co","144 Main St","at_address","Walk down to Ozona Blue Grilling Co at 144 Main St afterward for their grouper sandwich — best in North Pinellas, and that's saying something.


## Specialty Hunting — When You Need Something Specific

### Furniture and Home Goods

Habitat for Humanity ReStore locations are pure gold for home furnishings.","WRONG_ADDRESS","Ozona Blue is real and open but located at 125 Orange St, Palm Harbor, not 144 Main St.","125 Orange St, Palm Harbor, FL"
"blog/tampa-bay-thrift-stores.md","The ReStore","12485 Automobile Blvd","at_address","The ReStore at 12485 Automobile Blvd in Clearwater gets a lot of construction overstock — tile, fixtures, even appliances still in boxes.

### Vintage and Retro

Flashback Diner at 2509 Central Ave in St.","WRONG_ADDRESS","Habitat ReStore exists in Clearwater but at 13355 49th St N, not 12485 Automobile Blvd","13355 49th St N, Suite B, Clearwater, FL 33762"
"blog/tampa-bay-thrift-stores.md","Retro

Flashback Diner","2509 Central Ave","at_address","The ReStore at 12485 Automobile Blvd in Clearwater gets a lot of construction overstock — tile, fixtures, even appliances still in boxes.

### Vintage and Retro

Flashback Diner at 2509 Central Ave in St.","DOES_NOT_EXIST","Flashback Diner only in South Florida (Hallandale, Davie, Boca Raton). No Tampa Bay location.",""
"blog/tampa-bay-thrift-stores.md","Media

Haslam's Book Store","2025 Central Ave","at_address","Real vintage band t-shirts, not reprints.

### Books and Media

Haslam's Book Store at 2025 Central Ave in St.","CLOSED","Closed March 2020 for COVID, never reopened. Mural painted over October 2025.",""
"blog/tampa-bay-thrift-stores.md","Book Warehouse","7235 US","at_address","Book Warehouse at 7235 US-19 N in Pinellas Park has a thrift section that locals sleep on.","DOES_NOT_EXIST","No 'Book Warehouse' at 7235 US-19. Book Rescuers warehouse is at 10410 66th St N, not on US-19.",""
"blog/tampa-bay-thrift-stores.md","Fred's Market Restaurant","3802 State Road","at_address","Fred's Market Restaurant at 3802 State Road 39 N in Plant City serves breakfast all day — perfect fuel for serious thrifting.


## The Economics of Smart Thrifting

Here's something I tell all my relocation clients: furnishing a 2,000-square-foot house from thrift and consignment stores typically costs $800-1,500 versus $8,000-15,000 retail.","WRONG_ADDRESS","Fred's Market Restaurant is in Plant City but at 1401 W Dr Martin Luther King Blvd, not 3802 State Road.","1401 W Dr Martin Luther King Blvd, Plant City, FL 33563"
"blog/tampa-bay-volunteer-charity-guide.md","Feeding Tampa Bay","Causeway Boulevard","on_road","Feeding Tampa Bay operates out of a massive 100,000 square foot facility on Causeway Boulevard in Tampa, plus satellite locations in Pinellas, Pasco, and Hernando counties.","VERIFIED","Located at 3624 Causeway Boulevard, Tampa. New 215,000 sq ft facility opened May 2024.",""
"blog/tampa-bay-vs-jacksonville.md","Cuban","Columbus Drive","on_road","The food scene is legitimately world-class — from Bern's Steak House to hole-in-the-wall Cuban joints on Columbus Drive.","VERIFIED","Multiple Cuban restaurants on Columbus Drive Tampa including La Teresita, Havana 86, Arco-Iris Cafe, Brocato's",""
"blog/tampa-bay-waterpark-pool-guide.md","Busch Gardens","McKinley Drive","on_road","Located right next to Busch Gardens on McKinley Drive, this 30-acre oasis delivers everything from heart-stopping slides to toddler splash zones.","VERIFIED","Busch Gardens is located at 10165 N McKinley Dr, Tampa.",""
"blog/tampa-international-airport-guide.md","Head","Hillsborough Avenue","on_road","The route is straightforward — no confusing airport approach roads that seem designed to make you miss your flight.

### From Westchase/Town 'N Country (12 miles)
Head east on Hillsborough Avenue to the Veterans Expressway (SR-589) north, then follow signs to TPA.","SKIP","Input is a verb from directions, not a business name.",""
"blog/tampa-international-airport-guide.md","Cell Phone Waiting Lot","Spruce Street","on_road","This is my go-to recommendation for trips longer than 3-4 days.

### Cell Phone Waiting Lot (Free)
Located on Spruce Street, this free lot lets you wait for arriving passengers without circling the terminal.","WRONG_ADDRESS","Cell phone lot exists and is free but located on Economy Parking Road, not Spruce Street.","Economy Parking Road / George J Bean Pkwy"
"blog/temple-terrace-vs-carrollwood.md","Expect","Fowler Avenue","on_road","Expect congestion on Fowler Avenue during class changes and football game days.","SKIP","Not a business name; source uses 'Expect' as verb about traffic conditions.",""
"blog/transfer-prescriptions-florida.md","That CVS","Kennedy Boulevard","on_road","That CVS on Kennedy Boulevard might seem convenient until you discover their parking situation during Tampa rush hour.","VERIFIED","Multiple CVS locations on Kennedy Boulevard in Tampa; at least one at 1120 E Kennedy Blvd currently open.",""
"blog/update-accounts-after-moving-florida.md","The Tampa DMV","Hillsborough Avenue","on_road","The Tampa DMV on Hillsborough Avenue is notorious for 3-hour waits without one.","VERIFIED","Multiple DMV locations on Hillsborough Ave in Tampa: 2814 E Hillsborough and 5701 E Hillsborough, both active.",""
"blog/where-to-live-work-downtown-tampa.md","The Armature Works","1910 North Ola Avenue","at_address","The Armature Works development at 1910 North Ola Avenue turned an old trolley barn into a food hall and event space.

- Commute: 5-10 minutes to downtown.","VERIFIED","Address confirmed at 1910 N Ola Ave, Tampa. Open, converted trolley warehouse to food hall.",""
"blog/working-remotely-from-tampa-bay.md","Most Spectrum","300 Mbps","at_address","Most Spectrum plans in Tampa Bay start at 300 Mbps, which is plenty.

### Can I write off my home office on Florida taxes?","SKIP","Not a business. Spectrum is an ISP, 300 Mbps is internet speed specification, not a physical location.",""
"blog/zephyrhills-vs-dade-city.md","Walmart Supercenter","Gall Boulevard","on_road","You've got your essential shopping covered:
- Walmart Supercenter on Gall Boulevard
- Publix locations throughout the city
- Fast food and chain restaurants along US 301
- New developments bringing in Wawa, Chipotle, and other national brands

For entertainment, there's SkyDive City (yes, people actually jump out of planes here), several golf courses, and Zephyr Park with its aquatic center that's","VERIFIED","Walmart Supercenter at 7631 Gall Blvd, Zephyrhills (Tampa Bay area), currently open.",""
"cities/balm.md","Properties","Balm Road","off_road","Properties along and off Balm Road range from modest homesteads on a couple of acres to larger agricultural parcels.","SKIP","Place name 'Properties' is generic/garbage input describing real estate types rather than a specific business.",""
"cities/bloomingdale.md","Traffic","Bloomingdale Avenue","on_road","Traffic on Bloomingdale Avenue.","DOES_NOT_EXIST","No business named Traffic found on Bloomingdale Avenue in Tampa Bay area.",""
"cities/bradenton.md","Italian","Old Main Street","on_road","Get there early or wait
- Oak & Stone — Craft beer, wood-fired pizza, solid every time
- Ortygia — Italian on Old Main Street.","WRONG_ADDRESS","Ortygia is Italian in Bradenton, not on Old Main Street. Located in Village of the Arts.","1418 13th St W, Bradenton, FL 34205"
"cities/brandon.md","Davis Beach","Courtney Campbell Causeway","off_road","Davis Beach off the Courtney Campbell Causeway is the closest option at about 30 minutes, though it's not the prettiest stretch of sand.

---

Ready to find your home in Brandon? {{nowtb}}","VERIFIED","Ben T. Davis Beach (also called Davis Beach) is located on Courtney Campbell Causeway at 7740 W Courtney Campbell Causeway, Tampa.",""
"cities/citrus-park.md","Established","Gunn Highway","off_road","Who it's not for: Anyone craving walkability, urban energy, waterfront living, or a distinct neighborhood personality.

## Neighborhoods

Citrus Park has a mix of established subdivisions and pockets that range from modest to upper-middle-class.

- Fawn Ridge — Established community off Gunn Highway.","VERIFIED","Fawn Ridge is an established community in Citrus Park area, accessible off Gunn Highway",""
"cities/dunedin.md","Dunedin","Main Street","on_road","The Pinellas Trail runs right through the heart of Dunedin, and people actually use it — not just for weekend recreation, but as genuine transportation to the breweries and restaurants on Main Street.","VERIFIED","Trail runs through downtown Dunedin at Main Street. Used for commuting to restaurants/breweries.",""
"cities/egypt-lake-leto.md","Technically","Columbus Drive","on_road","Cash-friendly, big portions.
- La Teresita — Technically just outside the border on Columbus Drive, but every local claims it.","VERIFIED","La Teresita at 3248 W Columbus Dr, Tampa. Open and operating since 1972.",""
"cities/egypt-lake-leto.md","Solid","Hillsborough Ave","on_road","Get the Cuban sandwich and a cafecito.
- King of the Coop — Solid fried chicken nearby on Hillsborough Ave.
- Multiple bakeries and panaderias along Hillsborough Ave — explore and find your favorite.","SKIP","'Solid' is adjective describing fried chicken quality, not a restaurant name.",""
"cities/kenneth-city.md","Publix","Park Boulevard","on_road","Kenneth City itself doesn't have a grocery store, but you're 5 minutes from a Publix on Park Boulevard, a Walmart Supercenter in Pinellas Park, and an Aldi on 49th Street.","VERIFIED","Publix at 4701 Park Blvd in Pinellas Park confirmed, near Kenneth City",""
"cities/lake-wales.md","Spook Hill","North Avenue","on_road","A National Historic Landmark and the crown jewel of Lake Wales.
- Spook Hill — A gravity hill on North Avenue where cars appear to roll uphill.","WRONG_ADDRESS","Spook Hill is in Lake Wales, not Tampa Bay area. Located on North Wales Drive, not North Avenue.","North Wales Drive, Lake Wales, FL"
"cities/lutz.md","New Tampa","Bearss Avenue","on_road","One of the best airport commutes in the region.
- USF / New Tampa: 15-20 minutes east on Bearss Avenue or Bruce B.","VERIFIED","New Tampa is real area traversed by Bearss Avenue, near USF and Bruce B Downs Blvd.",""
"cities/oldsmar.md","Pinellas County","Courtney Campbell Causeway","off_road","A small city of about 15,000 people in northeast Pinellas County, it sits right off the Courtney Campbell Causeway, which means you're 15-20 minutes from downtown Tampa.","WRONG_ADDRESS","Safety Harbor is the city described, but it's north of the causeway, not directly off it.","Safety Harbor is north of Courtney Campbell Causeway in northeast Pinellas County"
"cities/oldsmar.md","Walmart","Tampa Road","on_road","Publix and Walmart are both on Tampa Road.","VERIFIED","Walmart Supercenter located at 3801 Tampa Rd in Oldsmar (Tampa Bay area)",""
"cities/oldsmar.md","Thai","Tampa Road","on_road","Reliable, good portions.
- Thai Bistro — Surprisingly good Thai food tucked in a strip mall on Tampa Road.","WRONG_ADDRESS","Thai Bistro exists but at 2602 E Fletcher Ave, not Tampa Road. Yelp shows it as closed.","2602 E Fletcher Ave, Tampa"
"cities/oldsmar.md","Italian","Tampa Road","on_road","For closer Italian, check what's on Tampa Road.","SKIP","Input is too vague - 'Italian' is not a specific business name",""
"cities/pinellas-park.md","Nobody","Park Boulevard","on_road","Nobody is opening a craft cocktail bar on Park Boulevard anytime soon.","SKIP","Business name 'Nobody' is not a real business name but part of sentence structure.",""
"cities/pinellas-park.md","Gulf","Park Boulevard","on_road","Pete: 15 minutes south on US-19 or 49th Street
- To the Gulf beaches: 15 minutes west on Park Boulevard
- To Tampa International Airport: 25-30 minutes

The two major roads you need to know are Park Boulevard (runs east-west through the middle of town) and US-19 (runs north-south on the west side).","SKIP","Gulf is not a business name; source describes directions to Gulf beaches via Park Boulevard.",""
"cities/pinellas-park.md","Vietnamese","Park Blvd","on_road","Great for biking and running, and it's one of the best trail systems in Florida.

## Local Favorites

Restaurants and Food

- Tan Tan — Vietnamese restaurant on Park Blvd.","DOES_NOT_EXIST","No Tan Tan Vietnamese restaurant found on Park Blvd in Tampa Bay area. Found Tan Tan in Houston TX only.",""
"cities/riverview.md","Traffic","Boyette Road","on_road","Traffic on Boyette Road during school hours and rush hour is a known pain point.","SKIP","Not a business - just a road location",""
"cities/riverview.md","The Riverview","Big Bend Road","on_road","The Riverview location on Big Bend Road is a go-to for families and sports watching.
- Chains dominate: Chili's, Applebee's, Outback, Olive Garden — they're all here along the US-301 and Big Bend corridors.","DOES_NOT_EXIST","No restaurant named 'The Riverview' exists. Source describes Riverview area, not specific restaurant.",""
"cities/safety-harbor.md","Dining","Main Street","on_road","Dining on Main Street is reasonable but not cheap.","DOES_NOT_EXIST","No restaurant named 'Dining' found on Main Street in Tampa Bay area.",""
"cities/safety-harbor.md","Clearwater","McMullen Booth Road","on_road","During rush hour, add 10-15 minutes.
- Clearwater: 10-15 minutes south on McMullen Booth Road or SR-590.
- St.","SKIP","Source describes travel directions, not a specific business location.",""
